Numero de alumno: 16630513 Nota final 3.5
Numero de alumno: 16633877 Nota final 3.9
Numero de alumno: 16631324 Nota final 4
Numero de alumno: 16638447 Nota final 4
Numero de alumno: 16635392 Nota final 4.5
Numero de alumno: 16631843 Nota final 5.41
Numero de alumno: 16639868 Nota final 4.3500000000000005
Numero de alumno: 16634672 Nota final 3.7
Numero de alumno: 16636112 Nota final 4
Numero de alumno: 16630574 Nota final 2.7
Numero de alumno: 16631559 Nota final 4
Numero de alumno: 16634050 Nota final 3.3
Numero de alumno: 16635007 Nota final 4
Numero de alumno: 16634211 Nota final 3.6
Numero de alumno: 16639588 Nota final 3.6
Numero de alumno: 16631160 Nota final 4
Numero de alumno: 16634534 Nota final 4
Numero de alumno: 16638546 Nota final 4.75
Numero de alumno: 16637705 Nota final 3.3
Numero de alumno: 16631972 Nota final 4.66
Numero de alumno: 16638703 Nota final 4
Numero de alumno: 16637506 Nota final 4
Numero de alumno: 16637000 Nota final 5.1049999999999995
Numero de alumno: 16633240 Nota final 4
Numero de alumno: 16638830 Nota final 3.7
Numero de alumno: 16639917 Nota final 4.57
Numero de alumno: 16632901 Nota final 3.1
Numero de alumno: 16634624 Nota final 2.6
Numero de alumno: 16633765 Nota final 4.985
Numero de alumno: 16633981 Nota final 5.68
Numero de alumno: 16639970 Nota final 5.115
Numero de alumno: 16630915 Nota final 3.4
Numero de alumno: 16636746 Nota final 3.4
Numero de alumno: 16636757 Nota final 3.5
Numero de alumno: 16636254 Nota final 3.0
Numero de alumno: 16630175 Nota final 4
Numero de alumno: 16635624 Nota final 4
Numero de alumno: 16635760 Nota final 3.2
Numero de alumno: 16634666 Nota final 4.635000000000001
Numero de alumno: 16635928 Nota final 4.0
Numero de alumno: 16639733 Nota final 3.3
Numero de alumno: 16635900 Nota final 4
Numero de alumno: 16630335 Nota final 4.775
Numero de alumno: 16639765 Nota final 3.3
Numero de alumno: 16632365 Nota final 3.9
Numero de alumno: 16636190 Nota final 4.8950000000000005
Numero de alumno: 16639918 Nota final 3.4
Numero de alumno: 16636009 Nota final 3.6
Numero de alumno: 16630042 Nota final 4
Numero de alumno: 16630082 Nota final 4
Numero de alumno: 16638290 Nota final 4.630000000000001
Numero de alumno: 16631054 Nota final 3.4
Numero de alumno: 16631077 Nota final 4
Numero de alumno: 16633296 Nota final 2.6
Numero de alumno: 16634250 Nota final 2.7
Numero de alumno: 16630695 Nota final 4
Numero de alumno: 16635000 Nota final 5.71
Numero de alumno: 16634641 Nota final 5.875
Numero de alumno: 16632563 Nota final 5.109999999999999
Numero de alumno: 16634306 Nota final 4.83
Numero de alumno: 16633231 Nota final 3.6
Numero de alumno: 16632412 Nota final 4.36
Numero de alumno: 16633831 Nota final 3.3
Numero de alumno: 16636709 Nota final 3.8
Numero de alumno: 16633097 Nota final 5.869999999999999
Numero de alumno: 16633520 Nota final 3.7
Numero de alumno: 16636141 Nota final 3.3
Numero de alumno: 16636102 Nota final 3.5
Numero de alumno: 16633359 Nota final 3.3
Numero de alumno: 16639477 Nota final 4.385
Numero de alumno: 16637071 Nota final 4.7700000000000005
Numero de alumno: 16639306 Nota final 4.515000000000001
Numero de alumno: 16633375 Nota final 3.3
Numero de alumno: 16630520 Nota final 2.9
Numero de alumno: 16630320 Nota final 3.9
Numero de alumno: 16639200 Nota final 4
Numero de alumno: 16637917 Nota final 3.6
Numero de alumno: 16634687 Nota final 3.5
Numero de alumno: 16634080 Nota final 3.5
Numero de alumno: 16631901 Nota final 4
Numero de alumno: 16636515 Nota final 4
Numero de alumno: 16635551 Nota final 3.1
Numero de alumno: 16630177 Nota final 3.9
Numero de alumno: 16634367 Nota final 4
Numero de alumno: 16634440 Nota final 2.1
Numero de alumno: 16637557 Nota final 3.975
Numero de alumno: 16630807 Nota final 3.9
Numero de alumno: 16634067 Nota final 4
